Ten-Year Age Groups,Ten-Year Age Groups Code,ICD Chapter,ICD Chapter Code,Year,Year Code,Deaths,Population,Crude Rate
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2012,2012,15297,13272634,115.3
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2013,2013,15722,13446519,116.9
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2014,2014,15179,13682690,110.9
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2015,2015,15713,13923174,112.9
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2016,2016,15442,14233534,108.5
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2017,2017,15680,14706551,106.6
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2018,2018,15790,15394374,102.6
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2019,2019,15205,15969872,95.2
75-84 years,75-84,Certain infectious and parasitic diseases,A00-B99,2020,2020,15970,16451547,97.1
75-84 years,75-84,Neoplasms,C00-D48,1999,1999,167242,12224914,1368
75-84 years,75-84,Neoplasms,C00-D48,2000,2000,169744,12361180,1373.2
75-84 years,75-84,Neoplasms,C00-D48,2001,2001,170099,12593618,1350.7
75-84 years,75-84,Neoplasms,C00-D48,2002,2002,171659,12764864,1344.8
75-84 years,75-84,Neoplasms,C00-D48,2003,2003,172306,12896438,1336.1
75-84 years,75-84,Neoplasms,C00-D48,2004,2004,170729,12989903,1314.3
75-84 years,75-84,Neoplasms,C00-D48,2005,2005,171015,13074802,1308
75-84 years,75-84,Neoplasms,C00-D48,2006,2006,169639,13095151,1295.4
75-84 years,75-84,Neoplasms,C00-D48,2007,2007,168325,13087439,1286.2
75-84 years,75-84,Neoplasms,C00-D48,2008,2008,165684,13076102,1267.1
75-84 years,75-84,Neoplasms,C00-D48,2009,2009,162521,13022775,1248
75-84 years,75-84,Neoplasms,C00-D48,2010,2010,161735,13061122,1238.3
75-84 years,75-84,Neoplasms,C00-D48,2011,2011,159986,13175230,1214.3
75-84 years,75-84,Neoplasms,C00-D48,2012,2012,158811,13272634,1196.5
75-84 years,75-84,Neoplasms,C00-D48,2013,2013,157768,13446519,1173.3
75-84 years,75-84,Neoplasms,C00-D48,2014,2014,158844,13682690,1160.9
75-84 years,75-84,Neoplasms,C00-D48,2015,2015,158105,13923174,1135.6
75-84 years,75-84,Neoplasms,C00-D48,2016,2016,158660,14233534,1114.7
75-84 years,75-84,Neoplasms,C00-D48,2017,2017,160652,14706551,1092.4
75-84 years,75-84,Neoplasms,C00-D48,2018,2018,163543,15394374,1062.4
75-84 years,75-84,Neoplasms,C00-D48,2019,2019,165432,15969872,1035.9
75-84 years,75-84,Neoplasms,C00-D48,2020,2020,167957,16451547,1020.9
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1999,1999,2220,12224914,18.2
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2000,2000,2328,12361180,18.8
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2001,2001,2376,12593618,18.9
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2002,2002,2342,12764864,18.3
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2003,2003,2263,12896438,17.5
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2004,2004,2247,12989903,17.3
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2005,2005,2296,13074802,17.6
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2006,2006,2079,13095151,15.9
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2007,2007,2306,13087439,17.6
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2008,2008,2355,13076102,18
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2009,2009,2081,13022775,16
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2010,2010,2140,13061122,16.4
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2011,2011,2249,13175230,17.1
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2012,2012,2315,13272634,17.4
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2013,2013,2218,13446519,16.5
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2014,2014,2311,13682690,16.9
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2015,2015,2216,13923174,15.9
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2016,2016,2274,14233534,16
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2017,2017,2313,14706551,15.7
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2018,2018,2339,15394374,15.2
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2019,2019,2427,15969872,15.2
75-84 years,75-84,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2020,2020,2502,16451547,15.2
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,1999,1999,28026,12224914,229.3
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2000,2000,28683,12361180,232
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2001,2001,29237,12593618,232.2
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2002,2002,29970,12764864,234.8
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2003,2003,29867,12896438,231.6
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2004,2004,29414,12989903,226.4
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2005,2005,30107,13074802,230.3
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2006,2006,28260,13095151,215.8
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2007,2007,27741,13087439,212
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2008,2008,26784,13076102,204.8
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2009,2009,25723,13022775,197.5
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2010,2010,25454,13061122,194.9
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2011,2011,26509,13175230,201.2
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2012,2012,26292,13272634,198.1
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2013,2013,26894,13446519,200
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2014,2014,27211,13682690,198.9
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2015,2015,28202,13923174,202.6
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2016,2016,28406,14233534,199.6
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2017,2017,30394,14706551,206.7
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2018,2018,32042,15394374,208.1
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2019,2019,34172,15969872,214
75-84 years,75-84,"Endocrine, nutritional and metabolic diseases",E00-E88,2020,2020,39552,16451547,240.4
75-84 years,75-84,Mental and behavioural disorders,F01-F99,1999,1999,9943,12224914,81.3
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2000,2000,11118,12361180,89.9
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2001,2001,12447,12593618,98.8
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2002,2002,13698,12764864,107.3
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2003,2003,14910,12896438,115.6
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2004,2004,15188,12989903,116.9
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2005,2005,17722,13074802,135.5
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2006,2006,23328,13095151,178.1
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2007,2007,23030,13087439,176
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2008,2008,26738,13076102,204.5
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2009,2009,26627,13022775,204.5
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2010,2010,29658,13061122,227.1
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2011,2011,33072,13175230,251
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2012,2012,35516,13272634,267.6
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2013,2013,36743,13446519,273.3
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2014,2014,34799,13682690,254.3
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2015,2015,30047,13923174,215.8
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2016,2016,28819,14233534,202.5
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2017,2017,29347,14706551,199.6
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2018,2018,29905,15394374,194.3
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2019,2019,30016,15969872,188
75-84 years,75-84,Mental and behavioural disorders,F01-F99,2020,2020,33155,16451547,201.5
75-84 years,75-84,Diseases of the nervous system,G00-G98,1999,1999,28633,12224914,234.2
75-84 years,75-84,Diseases of the nervous system,G00-G98,2000,2000,30718,12361180,248.5
75-84 years,75-84,Diseases of the nervous system,G00-G98,2001,2001,32556,12593618,258.5
75-84 years,75-84,Diseases of the nervous system,G00-G98,2002,2002,34404,12764864,269.5
75-84 years,75-84,Diseases of the nervous system,G00-G98,2003,2003,36059,12896438,279.6
75-84 years,75-84,Diseases of the nervous system,G00-G98,2004,2004,36680,12989903,282.4
75-84 years,75-84,Diseases of the nervous system,G00-G98,2005,2005,38916,13074802,297.6
75-84 years,75-84,Diseases of the nervous system,G00-G98,2006,2006,38839,13095151,296.6
75-84 years,75-84,Diseases of the nervous system,G00-G98,2007,2007,39602,13087439,302.6
75-84 years,75-84,Diseases of the nervous system,G00-G98,2008,2008,41772,13076102,319.5
75-84 years,75-84,Diseases of the nervous system,G00-G98,2009,2009,39786,13022775,305.5
75-84 years,75-84,Diseases of the nervous system,G00-G98,2010,2010,41508,13061122,317.8
75-84 years,75-84,Diseases of the nervous system,G00-G98,2011,2011,42341,13175230,321.4
75-84 years,75-84,Diseases of the nervous system,G00-G98,2012,2012,41765,13272634,314.7
75-84 years,75-84,Diseases of the nervous system,G00-G98,2013,2013,42605,13446519,316.8
75-84 years,75-84,Diseases of the nervous system,G00-G98,2014,2014,46130,13682690,337.1
75-84 years,75-84,Diseases of the nervous system,G00-G98,2015,2015,52493,13923174,377
75-84 years,75-84,Diseases of the nervous system,G00-G98,2016,2016,55277,14233534,388.4
75-84 years,75-84,Diseases of the nervous system,G00-G98,2017,2017,59777,14706551,406.5
75-84 years,75-84,Diseases of the nervous system,G00-G98,2018,2018,62995,15394374,409.2
75-84 years,75-84,Diseases of the nervous system,G00-G98,2019,2019,66789,15969872,418.2
75-84 years,75-84,Diseases of the nervous system,G00-G98,2020,2020,76532,16451547,465.2
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2000,2000,11,12361180,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2005,2005,12,13074802,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2007,2007,15,13087439,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2011,2011,12,13175230,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2012,2012,14,13272634,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2015,2015,11,13923174,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2016,2016,10,14233534,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2017,2017,13,14706551,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2018,2018,15,15394374,Unreliable
75-84 years,75-84,Diseases of the eye and adnexa,H00-H57,2020,2020,12,16451547,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,1999,1999,12,12224914,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2001,2001,11,12593618,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2002,2002,10,12764864,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2004,2004,12,12989903,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2006,2006,11,13095151,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2007,2007,13,13087439,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2008,2008,12,13076102,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2009,2009,13,13022775,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2010,2010,11,13061122,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2012,2012,13,13272634,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2013,2013,10,13446519,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2015,2015,12,13923174,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2016,2016,17,14233534,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2018,2018,14,15394374,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2019,2019,16,15969872,Unreliable
75-84 years,75-84,Diseases of the ear and mastoid process,H60-H93,2020,2020,12,16451547,Unreliable
75-84 years,75-84,Diseases of the circulatory system,I00-I99,1999,1999,303669,12224914,2484
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2000,2000,297363,12361180,2405.6
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2001,2001,293178,12593618,2328
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2002,2002,288668,12764864,2261.4
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2003,2003,280519,12896438,2175.2
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2004,2004,265202,12989903,2041.6
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2005,2005,257490,13074802,1969.4
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2006,2006,241770,13095151,1846.3
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2007,2007,229938,13087439,1756.9
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2008,2008,223344,13076102,1708
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2009,2009,211460,13022775,1623.8
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2010,2010,206002,13061122,1577.2
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2011,2011,201851,13175230,1532
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2012,2012,197320,13272634,1486.7
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2013,2013,198268,13446519,1474.5
75-84 years,75-84,Diseases of the circulatory system,I00-I99,2014,2014,197385,13682690,1442.6
